rev_id,auto_labeled,damaging,goodfaith,rev_link,anonymous,seconds_since_registration,label_damage,damagescore,label_faith,confidence_faith
615262524,False,False,True,https://en.wikipedia.org/w/index.php?oldid=615262524,False,250435258.0,False,0.04206685515634221,True,0.9838486721327903
615931295,False,False,True,https://en.wikipedia.org/w/index.php?oldid=615931295,,
604273006,False,False,True,https://en.wikipedia.org/w/index.php?oldid=604273006,False,203619215.0,False,0.0033380377169461204,True,0.9973529555942573
647044397,False,False,True,https://en.wikipedia.org/w/index.php?oldid=647044397,False,116350960.0,False,0.0037990532062854897,True,0.9973584411420625
643737614,False,False,True,https://en.wikipedia.org/w/index.php?oldid=643737614,False,126939272.0,False,0.005110664242882459,True,0.9970253717732137
647794848,False,False,True,https://en.wikipedia.org/w/index.php?oldid=647794848,False,223483805.0,False,0.00927651559434402,True,0.9926220768014431
648265202,False,False,True,https://en.wikipedia.org/w/index.php?oldid=648265202,False,213873909.0,False,0.017199940471292367,True,0.9816579239349787
605302079,False,False,True,https://en.wikipedia.org/w/index.php?oldid=605302079,False,299765133.0,False,0.015747830758949227,True,0.9952429627086048
612887448,False,False,True,https://en.wikipedia.org/w/index.php?oldid=612887448,False,128798181.0,False,0.008697358468225459,True,0.9950624676229455
611346324,False,False,True,https://en.wikipedia.org/w/index.php?oldid=611346324,False,242809055.0,False,0.016160884277363837,True,0.982695696934262
628255098,False,False,True,https://en.wikipedia.org/w/index.php?oldid=628255098,False,261028080.0,False,0.005314425793792469,True,0.9961648838312553
654911588,False,False,True,https://en.wikipedia.org/w/index.php?oldid=654911588,True,0.0,False,0.15688021299067698,True,0.8226945493921912
639560557,False,False,True,https://en.wikipedia.org/w/index.php?oldid=639560557,False,283083443.0,False,0.007058098515869746,True,0.9948728982595654
620278808,False,False,True,https://en.wikipedia.org/w/index.php?oldid=620278808,False,212078138.0,False,0.006021091649965287,True,0.9970204894187952
639784693,False,False,True,https://en.wikipedia.org/w/index.php?oldid=639784693,False,300054443.0,False,0.008187913032233455,True,0.9946191563800744
604708463,False,False,True,https://en.wikipedia.org/w/index.php?oldid=604708463,False,51420550.0,False,0.01239911095199334,True,0.9950842801456715
609316285,False,False,True,https://en.wikipedia.org/w/index.php?oldid=609316285,False,225448967.0,False,0.005250993142061998,True,0.996149347022758
640183070,False,False,True,https://en.wikipedia.org/w/index.php?oldid=640183070,True,0.0,False,0.31682361411559373,True,0.8043856925143483
633004809,False,False,True,https://en.wikipedia.org/w/index.php?oldid=633004809,True,0.0,False,0.08778544274501089,True,0.9275908759575338
606239983,False,False,True,https://en.wikipedia.org/w/index.php?oldid=606239983,False,220822900.0,False,0.011860345827529232,True,0.9904969819952052
611210350,False,False,True,https://en.wikipedia.org/w/index.php?oldid=611210350,False,311024893.0,False,0.01153730168429626,True,0.9870513203972665
640847901,False,False,True,https://en.wikipedia.org/w/index.php?oldid=640847901,False,139804658.0,False,0.05573884448033526,True,0.9643430321718708
641508136,False,False,True,https://en.wikipedia.org/w/index.php?oldid=641508136,False,51227210.0,False,0.053521000291286105,True,0.9827209768582611
616962276,False,False,True,https://en.wikipedia.org/w/index.php?oldid=616962276,False,147892033.0,False,0.0037633311395185174,True,0.9979182788147467
638181419,False,True,True,https://en.wikipedia.org/w/index.php?oldid=638181419,False,399511.0,True,0.9390101206222948,True,0.8984377585013708
654595308,False,False,True,https://en.wikipedia.org/w/index.php?oldid=654595308,True,0.0,True,0.6933392278101427,False,0.4553854667618741
644312785,False,False,True,https://en.wikipedia.org/w/index.php?oldid=644312785,False,263603228.0,False,0.04407084062340632,True,0.9658098167585911
631914091,False,False,True,https://en.wikipedia.org/w/index.php?oldid=631914091,True,0.0,False,0.382065989743603,True,0.7151528749584881
653286957,False,False,True,https://en.wikipedia.org/w/index.php?oldid=653286957,False,44952040.0,False,0.013484613914555282,True,0.9875709028628031
654980847,False,False,True,https://en.wikipedia.org/w/index.php?oldid=654980847,False,66874006.0,False,0.2524591572825042,True,0.8442084157204679
628038671,False,False,True,https://en.wikipedia.org/w/index.php?oldid=628038671,False,274396534.0,False,0.0056353045662062935,True,0.9965147744793285
642742836,False,False,True,https://en.wikipedia.org/w/index.php?oldid=642742836,False,207659335.0,False,0.014584750896256172,True,0.9824662516101543
605751001,False,False,True,https://en.wikipedia.org/w/index.php?oldid=605751001,False,253220224.0,False,0.0037750833125891467,True,0.9972686805396769
643825988,False,False,True,https://en.wikipedia.org/w/index.php?oldid=643825988,False,49891431.0,False,0.014422342306481702,True,0.9902065554260555
644202913,False,False,True,https://en.wikipedia.org/w/index.php?oldid=644202913,True,0.0,True,0.5344918635705176,True,0.6324061001402921
604322174,False,False,True,https://en.wikipedia.org/w/index.php?oldid=604322174,,
652411141,False,False,True,https://en.wikipedia.org/w/index.php?oldid=652411141,False,41923177.0,False,0.003352433712427941,True,0.9976213793252988
641670637,False,False,True,https://en.wikipedia.org/w/index.php?oldid=641670637,True,0.0,False,0.02609251844486585,True,0.9853847603606078
617414482,False,False,True,https://en.wikipedia.org/w/index.php?oldid=617414482,False,251808761.0,False,0.03381529255743422,True,0.9774779119180752
605968505,False,False,True,https://en.wikipedia.org/w/index.php?oldid=605968505,False,135203294.0,False,0.012318928698498603,True,0.9951098315456854
655670646,False,False,True,https://en.wikipedia.org/w/index.php?oldid=655670646,False,140988704.0,False,0.0020516508311400317,True,0.998181597032738
629866563,False,False,True,https://en.wikipedia.org/w/index.php?oldid=629866563,True,0.0,False,0.318468035376206,True,0.7934500534806027
654612096,False,False,True,https://en.wikipedia.org/w/index.php?oldid=654612096,True,0.0,True,0.7665612050715898,False,0.3400148855243531
604791708,False,False,True,https://en.wikipedia.org/w/index.php?oldid=604791708,False,20624419.0,False,0.006276083898023256,True,0.9966702383626237
622386195,False,False,True,https://en.wikipedia.org/w/index.php?oldid=622386195,False,69678511.0,False,0.006008797965847981,True,0.9965458793680259
612277269,False,False,True,https://en.wikipedia.org/w/index.php?oldid=612277269,False,160827472.0,False,0.01650345149344906,True,0.9915385349783795
624222446,False,False,True,https://en.wikipedia.org/w/index.php?oldid=624222446,False,33290454.0,False,0.042234470447273555,True,0.9926910778557071
610433701,False,False,True,https://en.wikipedia.org/w/index.php?oldid=610433701,False,48742216.0,False,0.018456773302159668,True,0.9912680174895233
655710468,False,True,False,https://en.wikipedia.org/w/index.php?oldid=655710468,True,0.0,True,0.8597240704037177,False,0.14269744936884332
634243831,False,False,True,https://en.wikipedia.org/w/index.php?oldid=634243831,False,350312129.0,False,0.02157023847402367,True,0.9886301062648026
636996008,False,False,True,https://en.wikipedia.org/w/index.php?oldid=636996008,False,281533429.0,False,0.005671025309005459,True,0.9960743012397643
606303939,False,False,True,https://en.wikipedia.org/w/index.php?oldid=606303939,False,160607293.0,False,0.0411346961417989,True,0.9713615252267818
650928528,False,False,True,https://en.wikipedia.org/w/index.php?oldid=650928528,False,342565385.0,False,0.002539436753741505,True,0.9978496116406722
650551755,False,False,True,https://en.wikipedia.org/w/index.php?oldid=650551755,False,90194973.0,False,0.010205351989737967,True,0.9912227929010229
650352873,False,False,True,https://en.wikipedia.org/w/index.php?oldid=650352873,False,2673109.0,False,0.05325202503594989,True,0.974284084212971
653953942,False,True,False,https://en.wikipedia.org/w/index.php?oldid=653953942,True,0.0,True,0.8506071276925333,False,0.19897467522135243
637486853,False,False,True,https://en.wikipedia.org/w/index.php?oldid=637486853,False,280596479.0,False,0.005005134708667718,True,0.9956658088077448
632069489,False,False,True,https://en.wikipedia.org/w/index.php?oldid=632069489,False,165453390.0,False,0.0205776889079644,True,0.9895675209427973
618259037,False,False,True,https://en.wikipedia.org/w/index.php?oldid=618259037,False,83636579.0,False,0.11635151547011052,True,0.9522809449074265
642957545,False,False,True,https://en.wikipedia.org/w/index.php?oldid=642957545,False,249801991.0,False,0.004680239356872429,True,0.9965219381246269
607810829,False,False,True,https://en.wikipedia.org/w/index.php?oldid=607810829,False,150165657.0,False,0.02826518142083338,True,0.9891449862995174
623789960,False,False,True,https://en.wikipedia.org/w/index.php?oldid=623789960,False,103278260.0,False,0.04010360332889249,True,0.9807696206537899
615657261,False,False,True,https://en.wikipedia.org/w/index.php?oldid=615657261,False,42481050.0,False,0.06260815939351307,True,0.9671894914231307
627111724,False,False,True,https://en.wikipedia.org/w/index.php?oldid=627111724,False,130995697.0,False,0.01154386191266011,True,0.9898485052523103
612805378,False,False,True,https://en.wikipedia.org/w/index.php?oldid=612805378,False,270623572.0,False,0.017583156845696446,True,0.9908457548246558
613610982,False,False,True,https://en.wikipedia.org/w/index.php?oldid=613610982,True,0.0,False,0.17651317539139666,True,0.8460402867593859
652552401,False,False,True,https://en.wikipedia.org/w/index.php?oldid=652552401,False,41928175.0,False,0.0033862347330710684,True,0.9976103324709975
628937608,False,False,True,https://en.wikipedia.org/w/index.php?oldid=628937608,True,0.0,False,0.016865700942996352,True,0.9875620359395757
618853495,False,False,True,https://en.wikipedia.org/w/index.php?oldid=618853495,False,162965576.0,False,0.009941721154059498,True,0.9936152204889178
635034674,False,False,True,https://en.wikipedia.org/w/index.php?oldid=635034674,False,226255342.0,False,0.005131278118210249,True,0.9967107315693925
624961019,False,False,True,https://en.wikipedia.org/w/index.php?oldid=624961019,False,250478682.0,False,0.005028513815423459,True,0.9962222331220315
626428840,False,False,True,https://en.wikipedia.org/w/index.php?oldid=626428840,False,281401005.0,False,0.007319168695233668,True,0.9934372320844471
650679020,False,False,True,https://en.wikipedia.org/w/index.php?oldid=650679020,False,18716179.0,False,0.08811477311419522,True,0.9688532536464812
612869517,False,False,True,https://en.wikipedia.org/w/index.php?oldid=612869517,False,220869354.0,False,0.004760056427347542,True,0.9968035750771702
609632555,False,False,True,https://en.wikipedia.org/w/index.php?oldid=609632555,False,215443064.0,False,0.0036800115919673818,True,0.9969682547862314
632969408,False,False,True,https://en.wikipedia.org/w/index.php?oldid=632969408,False,260202252.0,False,0.012809494455660249,True,0.9916843580260402
648651364,False,False,True,https://en.wikipedia.org/w/index.php?oldid=648651364,,
651944045,False,False,True,https://en.wikipedia.org/w/index.php?oldid=651944045,False,171041959.0,False,0.037101518020432024,True,0.9719059454933104
609262880,False,False,True,https://en.wikipedia.org/w/index.php?oldid=609262880,False,196536504.0,False,0.005965101583194851,True,0.9947760574519895
627953908,False,False,True,https://en.wikipedia.org/w/index.php?oldid=627953908,False,15204761.0,False,0.016112798659026727,True,0.992788288007223
606120168,False,False,True,https://en.wikipedia.org/w/index.php?oldid=606120168,False,262222824.0,False,0.009087879180942952,True,0.9914563889506125
650898836,False,False,True,https://en.wikipedia.org/w/index.php?oldid=650898836,False,13464588.0,False,0.06446181059339243,True,0.9767894271900689
621735103,False,False,True,https://en.wikipedia.org/w/index.php?oldid=621735103,False,184819323.0,False,0.04181254283588655,True,0.9884292946931403
610304651,False,False,True,https://en.wikipedia.org/w/index.php?oldid=610304651,False,2789.0,False,0.27469322903057347,True,0.9250512782299649
639668106,False,False,True,https://en.wikipedia.org/w/index.php?oldid=639668106,False,230171809.0,False,0.009928533525330246,True,0.9940161625225438
607576859,False,False,True,https://en.wikipedia.org/w/index.php?oldid=607576859,False,180537518.0,False,0.005630833899750409,True,0.9961476994176012
621306858,False,False,True,https://en.wikipedia.org/w/index.php?oldid=621306858,False,129246846.0,False,0.002782167817665822,True,0.9969508305737333
611965288,False,False,True,https://en.wikipedia.org/w/index.php?oldid=611965288,True,0.0,True,0.6503982276272091,False,0.4738676686242294
617447254,False,False,True,https://en.wikipedia.org/w/index.php?oldid=617447254,False,76688.0,False,0.10750585379456337,True,0.9654166589911406
608819194,False,False,True,https://en.wikipedia.org/w/index.php?oldid=608819194,False,182109329.0,False,0.007254276640318243,True,0.9951553814573673
633754931,False,False,True,https://en.wikipedia.org/w/index.php?oldid=633754931,False,39427207.0,False,0.007093877333735566,True,0.995926149814232
618377909,False,False,True,https://en.wikipedia.org/w/index.php?oldid=618377909,False,2700731.0,False,0.06500528208936861,True,0.978081784437088
640098109,False,False,True,https://en.wikipedia.org/w/index.php?oldid=640098109,False,198471036.0,False,0.029177674725887084,True,0.983386240761253
617352516,False,False,True,https://en.wikipedia.org/w/index.php?oldid=617352516,False,166719566.0,False,0.006176529297242616,True,0.9962280521032066
617728119,False,False,True,https://en.wikipedia.org/w/index.php?oldid=617728119,False,229387542.0,False,0.003953126313516086,True,0.9944353729925852
604499069,False,False,True,https://en.wikipedia.org/w/index.php?oldid=604499069,False,246753132.0,False,0.00984037887683118,True,0.9939091299491911
620588133,False,False,True,https://en.wikipedia.org/w/index.php?oldid=620588133,False,169711889.0,False,0.03876242737183207,True,0.980106292147791
616864128,False,False,True,https://en.wikipedia.org/w/index.php?oldid=616864128,False,136721646.0,False,0.018006528741485315,True,0.9908897111237885
620015691,False,False,True,https://en.wikipedia.org/w/index.php?oldid=620015691,False,54976763.0,False,0.013096933535296142,True,0.9885595371185479
632126975,False,False,True,https://en.wikipedia.org/w/index.php?oldid=632126975,False,3786.0,False,0.34862462632096736,True,0.8791658577263795
619174791,False,False,True,https://en.wikipedia.org/w/index.php?oldid=619174791,True,0.0,False,0.3863059679125955,True,0.7161059418639704
613055124,False,False,True,https://en.wikipedia.org/w/index.php?oldid=613055124,False,103897077.0,False,0.04556653630408132,True,0.9719470832010144
619778800,False,False,True,https://en.wikipedia.org/w/index.php?oldid=619778800,False,1593747.0,False,0.011076466831496101,True,0.9923639468929476
615860154,False,False,True,https://en.wikipedia.org/w/index.php?oldid=615860154,False,42413124.0,False,0.015385932019631994,True,0.9905128771522415
619417366,False,False,True,https://en.wikipedia.org/w/index.php?oldid=619417366,False,36014271.0,False,0.04705789546171082,True,0.9857454528178073
639191614,False,False,True,https://en.wikipedia.org/w/index.php?oldid=639191614,True,0.0,False,0.3210913232472912,True,0.8753469321012262
611798241,False,False,True,https://en.wikipedia.org/w/index.php?oldid=611798241,False,780828.0,False,0.0617382446759274,True,0.9771588863405377
619153181,False,False,True,https://en.wikipedia.org/w/index.php?oldid=619153181,False,282590441.0,False,0.02769042232955152,True,0.9734313688852785
655118358,False,False,True,https://en.wikipedia.org/w/index.php?oldid=655118358,False,220066747.0,False,0.037250474466126886,True,0.9759488670810116
644190354,False,False,True,https://en.wikipedia.org/w/index.php?oldid=644190354,False,187211004.0,False,0.014657326965819914,True,0.9846339244288271
631896995,False,False,True,https://en.wikipedia.org/w/index.php?oldid=631896995,True,0.0,False,0.41088832111325113,True,0.9317690750690276
636936605,False,False,True,https://en.wikipedia.org/w/index.php?oldid=636936605,False,292378482.0,False,0.03190869480230563,True,0.9807868169212725
614055350,False,False,True,https://en.wikipedia.org/w/index.php?oldid=614055350,False,330439291.0,False,0.008729620107703284,True,0.9915452545256507
620841312,False,False,True,https://en.wikipedia.org/w/index.php?oldid=620841312,False,116671190.0,False,0.00529415172512515,True,0.9966085775362373
635331137,False,False,True,https://en.wikipedia.org/w/index.php?oldid=635331137,False,22311489.0,False,0.009587800631142954,True,0.9962026753019088
650110676,False,False,True,https://en.wikipedia.org/w/index.php?oldid=650110676,,
634907751,False,False,True,https://en.wikipedia.org/w/index.php?oldid=634907751,False,206846110.0,False,0.005307575002971301,True,0.9947355692863941
610369365,False,False,True,https://en.wikipedia.org/w/index.php?oldid=610369365,False,180627537.0,False,0.08303534327281717,True,0.9486647290022625
638500008,False,False,True,https://en.wikipedia.org/w/index.php?oldid=638500008,False,261684673.0,False,0.013999518432986921,True,0.9941451679049537
652173124,False,False,True,https://en.wikipedia.org/w/index.php?oldid=652173124,False,41912454.0,False,0.0033862347330710684,True,0.9976103324709975
605355313,False,False,True,https://en.wikipedia.org/w/index.php?oldid=605355313,False,90669279.0,False,0.007590610402396945,True,0.9948639141832092
614499440,False,False,True,https://en.wikipedia.org/w/index.php?oldid=614499440,False,185657286.0,False,0.0404404923970618,True,0.9825235586077343
610893635,False,False,True,https://en.wikipedia.org/w/index.php?oldid=610893635,True,0.0,False,0.28322724166137114,True,0.8304614408999222
639396560,False,False,True,https://en.wikipedia.org/w/index.php?oldid=639396560,True,0.0,False,0.24258498365344844,True,0.8723596848824289
634679348,False,False,True,https://en.wikipedia.org/w/index.php?oldid=634679348,False,132750758.0,False,0.0931561273611695,True,0.952897818752701
649273067,False,False,True,https://en.wikipedia.org/w/index.php?oldid=649273067,False,189019679.0,False,0.015200676874247388,True,0.98891586114279
642852731,False,False,True,https://en.wikipedia.org/w/index.php?oldid=642852731,False,250835084.0,False,0.0060172551235250695,True,0.9963846873802549
604366839,False,False,True,https://en.wikipedia.org/w/index.php?oldid=604366839,False,327907985.0,False,0.008821035497052649,True,0.9932958066984179
641109513,False,False,True,https://en.wikipedia.org/w/index.php?oldid=641109513,False,180748948.0,False,0.004135354637696644,True,0.9974417885755302
606198493,False,True,False,https://en.wikipedia.org/w/index.php?oldid=606198493,True,0.0,True,0.9546944456690318,False,0.0648830459136746
633936915,False,False,True,https://en.wikipedia.org/w/index.php?oldid=633936915,False,197928976.0,False,0.018338006216532525,True,0.9866616502420917
626133403,False,False,True,https://en.wikipedia.org/w/index.php?oldid=626133403,False,260139882.0,False,0.011029068774033039,True,0.9961921712634808
628422003,False,False,True,https://en.wikipedia.org/w/index.php?oldid=628422003,False,272928098.0,False,0.009800191822011509,True,0.99098466313956
646355805,False,False,True,https://en.wikipedia.org/w/index.php?oldid=646355805,False,245489542.0,False,0.011974423037796009,True,0.9946218143319274
648529401,False,False,True,https://en.wikipedia.org/w/index.php?oldid=648529401,False,16747.0,False,0.02887698359639299,True,0.9933747563392407
619577686,False,False,True,https://en.wikipedia.org/w/index.php?oldid=619577686,False,7103722.0,False,0.011191050880202847,True,0.9927549946801778
630928545,False,False,True,https://en.wikipedia.org/w/index.php?oldid=630928545,False,1453.0,False,0.10561359384758337,True,0.8615494803316034
640923316,False,False,True,https://en.wikipedia.org/w/index.php?oldid=640923316,False,87601.0,False,0.2825450643187144,True,0.9416086304233912
654313284,False,False,True,https://en.wikipedia.org/w/index.php?oldid=654313284,False,55968928.0,False,0.006497930263307521,True,0.9957481029046721
641378615,False,True,False,https://en.wikipedia.org/w/index.php?oldid=641378615,True,0.0,True,0.8652952142574611,False,0.15269832538797684
622462192,False,False,True,https://en.wikipedia.org/w/index.php?oldid=622462192,True,0.0,False,0.4905671797477084,True,0.8466319512461056
615204183,False,False,True,https://en.wikipedia.org/w/index.php?oldid=615204183,False,22910440.0,False,0.011288139143127233,True,0.9916459611145688
647173249,False,False,True,https://en.wikipedia.org/w/index.php?oldid=647173249,False,242003414.0,False,0.01762375147184405,True,0.9907833840923875
634606481,False,False,True,https://en.wikipedia.org/w/index.php?oldid=634606481,False,79418621.0,False,0.0064824228541558605,True,0.9953636106812821
618873458,False,False,True,https://en.wikipedia.org/w/index.php?oldid=618873458,False,245267144.0,False,0.006296983992317308,True,0.9940622849323667
615908018,False,False,True,https://en.wikipedia.org/w/index.php?oldid=615908018,False,85462902.0,False,0.053824574486021966,True,0.9717962847051996
622878560,False,False,True,https://en.wikipedia.org/w/index.php?oldid=622878560,False,46581854.0,False,0.010372061635031096,True,0.9944251112018324
635178267,False,False,True,https://en.wikipedia.org/w/index.php?oldid=635178267,False,173589636.0,False,0.010674279275440152,True,0.9941128753767767
613170716,False,False,True,https://en.wikipedia.org/w/index.php?oldid=613170716,False,345142257.0,False,0.0064674166659122985,True,0.9967630289959661
642957713,False,False,True,https://en.wikipedia.org/w/index.php?oldid=642957713,False,18266721.0,False,0.16011121886791757,True,0.9777967830223281
604800795,False,False,True,https://en.wikipedia.org/w/index.php?oldid=604800795,False,71938378.0,False,0.0035437356720353615,True,0.9974742490531779
655456086,False,False,True,https://en.wikipedia.org/w/index.php?oldid=655456086,False,27030915.0,False,0.07445680979086618,True,0.9778031747623512
634525858,False,False,True,https://en.wikipedia.org/w/index.php?oldid=634525858,False,27637320.0,False,0.023419927641943415,True,0.9864772036572097
613134135,False,False,True,https://en.wikipedia.org/w/index.php?oldid=613134135,False,265289490.0,False,0.00477595821321477,True,0.995656318386053
654359237,False,False,True,https://en.wikipedia.org/w/index.php?oldid=654359237,False,86196209.0,False,0.10074126177506042,True,0.9278195913057199
635427260,False,False,True,https://en.wikipedia.org/w/index.php?oldid=635427260,False,64448098.0,False,0.014518384995867233,True,0.9919585242761234
621890414,False,False,True,https://en.wikipedia.org/w/index.php?oldid=621890414,False,267307200.0,False,0.006234940962740162,True,0.9961520530507876
612461338,False,False,True,https://en.wikipedia.org/w/index.php?oldid=612461338,False,98063525.0,False,0.011236621219803846,True,0.9880681137350305
642948048,False,False,True,https://en.wikipedia.org/w/index.php?oldid=642948048,False,16044038.0,False,0.01656467831318131,True,0.9936975880279274
626324495,False,False,True,https://en.wikipedia.org/w/index.php?oldid=626324495,False,91658520.0,False,0.003488264855160429,True,0.9971737086961584
650575851,False,False,True,https://en.wikipedia.org/w/index.php?oldid=650575851,False,272400128.0,False,0.004351606035149271,True,0.9961652427716353
607224491,False,False,True,https://en.wikipedia.org/w/index.php?oldid=607224491,False,226284115.0,False,0.005634395068541686,True,0.9947122406388554
612764376,False,True,False,https://en.wikipedia.org/w/index.php?oldid=612764376,False,267052947.0,True,0.802156188338447,False,0.18656154674690031
620824961,False,False,True,https://en.wikipedia.org/w/index.php?oldid=620824961,False,218788779.0,False,0.03408565347266165,True,0.9785658526472268
656318045,False,False,True,https://en.wikipedia.org/w/index.php?oldid=656318045,False,26530972.0,False,0.04973385683469886,True,0.9751757673848936
651107217,False,False,True,https://en.wikipedia.org/w/index.php?oldid=651107217,True,0.0,False,0.44054367705290354,True,0.7690559783422323
645135767,False,False,True,https://en.wikipedia.org/w/index.php?oldid=645135767,True,0.0,False,0.3122211151691256,True,0.8925235973540981
640923112,False,False,True,https://en.wikipedia.org/w/index.php?oldid=640923112,False,136430601.0,False,0.027505493018939755,True,0.9889138227576594
620761623,False,False,True,https://en.wikipedia.org/w/index.php?oldid=620761623,False,92762382.0,False,0.01383024298227602,True,0.9945243549182987
655254522,False,False,True,https://en.wikipedia.org/w/index.php?oldid=655254522,False,104213215.0,False,0.031355788384517615,True,0.9661965108536438
644254828,False,False,True,https://en.wikipedia.org/w/index.php?oldid=644254828,False,266010166.0,False,0.02763344831706915,True,0.9901020134939306
607961102,False,False,True,https://en.wikipedia.org/w/index.php?oldid=607961102,False,216334816.0,False,0.0053211679433033884,True,0.9959352766048281
627261540,False,False,True,https://en.wikipedia.org/w/index.php?oldid=627261540,True,0.0,False,0.295979402854948,True,0.8335990227161405
648033624,False,False,True,https://en.wikipedia.org/w/index.php?oldid=648033624,False,281009071.0,False,0.01517119569750122,True,0.9914110188718738
636542572,False,False,True,https://en.wikipedia.org/w/index.php?oldid=636542572,False,130062273.0,False,0.006257367667857534,True,0.9909850997913826
613110108,False,False,True,https://en.wikipedia.org/w/index.php?oldid=613110108,False,1721154.0,False,0.2043654867145099,True,0.8688623799103579
615867149,False,False,True,https://en.wikipedia.org/w/index.php?oldid=615867149,False,275755440.0,False,0.009440672131529462,True,0.9926912002672433
620258009,False,False,True,https://en.wikipedia.org/w/index.php?oldid=620258009,False,265853230.0,False,0.023102931055277692,True,0.9807276267444479
608292257,False,False,True,https://en.wikipedia.org/w/index.php?oldid=608292257,False,78703610.0,False,0.007558439327505533,True,0.9960450655915836
627791757,False,False,True,https://en.wikipedia.org/w/index.php?oldid=627791757,False,4738932.0,False,0.19643371616361036,True,0.9546711839772282
605525701,False,False,True,https://en.wikipedia.org/w/index.php?oldid=605525701,False,325112336.0,False,0.0032866713598078802,True,0.9975418966913543
635095861,False,False,True,https://en.wikipedia.org/w/index.php?oldid=635095861,False,292424020.0,False,0.006346020349475102,True,0.996086968872374
632238631,False,False,True,https://en.wikipedia.org/w/index.php?oldid=632238631,False,226523803.0,False,0.003881618670438314,True,0.9970174432794736
656198159,False,False,True,https://en.wikipedia.org/w/index.php?oldid=656198159,False,215501643.0,False,0.007417956656767171,True,0.9933525619335377
